"Opioid Inclusion Table - Finalized by HealthInsight. Revision Date  May 25, 2017",,,,,,,,,,,,,,
Exclude HTPP All,"Exclude HTPP Pill Ct (Measure part 1, part 2)",Exclude PIP All,NDC_Numeric,NDC,Product_Name,Generic_Drug_Name,Master_Form,Class,Drug,LongShortActing,DEAClassCode,Strength_Per_Unit,UOM,MME_Conversion_Factor
,,,57866316902,57866316902,ZYDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866317101,57866317101,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866317102,57866317102,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866317103,57866317103,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866317104,57866317104,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866391401,57866391401,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,57866391402,57866391402,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,57866391403,57866391403,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,57866391404,57866391404,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,57866391405,57866391405,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,57866391408,57866391408,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,57866391500,57866391500,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866391501,57866391501,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866391502,57866391502,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866391503,57866391503,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866391504,57866391504,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866391505,57866391505,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866391602,57866391602,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866391603,57866391603,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866391604,57866391604,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866391605,57866391605,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866391701,57866391701,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866391702,57866391702,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866391703,57866391703,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866391704,57866391704,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866391705,57866391705,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,57866550700,57866550700,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866550701,57866550701,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866550801,57866550801,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866550802,57866550802,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866550803,57866550803,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866550804,57866550804,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866550805,57866550805,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,57866550806,57866550806,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016006300,58016006300,VICODIN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016006330,58016006330,VICODIN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016006360,58016006360,VICODIN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016006390,58016006390,VICODIN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016006700,58016006700,ZYDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016006730,58016006730,ZYDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016006760,58016006760,ZYDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016006790,58016006790,ZYDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016007700,58016007700,LORCET PLUS,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016007730,58016007730,LORCET PLUS,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016007760,58016007760,LORCET PLUS,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016007790,58016007790,LORCET PLUS,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016009000,58016009000,ZYDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016009030,58016009030,ZYDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016009060,58016009060,ZYDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016009090,58016009090,ZYDONE,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016009400,58016009400,LORCET 10/650,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016009430,58016009430,LORCET 10/650,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016009460,58016009460,LORCET 10/650,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016009490,58016009490,LORCET 10/650,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016009500,58016009500,LORTAB,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016009530,58016009530,LORTAB,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016009560,58016009560,LORTAB,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016009590,58016009590,LORTAB,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016009600,58016009600,VICODIN HP,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016009630,58016009630,VICODIN HP,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016009660,58016009660,VICODIN HP,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016009690,58016009690,VICODIN HP,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016019112,58016019112,VICODIN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016019210,58016019210,VICODIN ES,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019216,58016019216,VICODIN ES,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019220,58016019220,VICODIN ES,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019500,58016019500,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019502,58016019502,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019503,58016019503,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019510,58016019510,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019512,58016019512,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019515,58016019515,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019520,58016019520,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019525,58016019525,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019530,58016019530,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019550,58016019550,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019560,58016019560,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019573,58016019573,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019589,58016019589,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016019590,58016019590,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016022900,58016022900,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022902,58016022902,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022903,58016022903,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022904,58016022904,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022910,58016022910,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022914,58016022914,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022920,58016022920,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022921,58016022921,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022928,58016022928,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022930,58016022930,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022940,58016022940,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022950,58016022950,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022956,58016022956,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022960,58016022960,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022973,58016022973,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022980,58016022980,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022984,58016022984,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022989,58016022989,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022990,58016022990,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022991,58016022991,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022992,58016022992,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022993,58016022993,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016022999,58016022999,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023200,58016023200,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023202,58016023202,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023203,58016023203,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023206,58016023206,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023210,58016023210,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023212,58016023212,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023215,58016023215,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023220,58016023220,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023225,58016023225,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023226,58016023226,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023230,58016023230,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023240,58016023240,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023250,58016023250,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023260,58016023260,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023273,58016023273,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023289,58016023289,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023290,58016023290,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023297,58016023297,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,10.00,MG,1
,,,58016023900,58016023900,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023902,58016023902,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023903,58016023903,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023906,58016023906,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023910,58016023910,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023912,58016023912,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023915,58016023915,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023920,58016023920,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023925,58016023925,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023930,58016023930,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023940,58016023940,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023960,58016023960,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023973,58016023973,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023989,58016023989,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016023990,58016023990,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,7.50,MG,1
,,,58016027600,58016027600,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027602,58016027602,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027603,58016027603,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027606,58016027606,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027609,58016027609,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027610,58016027610,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027612,58016027612,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027614,58016027614,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027615,58016027615,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027616,58016027616,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027618,58016027618,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027620,58016027620,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
,,,58016027624,58016027624,HYDROCODONE BITARTRATE-ACETAMINOPHEN,Acetaminophen/Hydrocodone Bitartrate,Tablet,Opioid,Hydrocodone SA,SA,2,5.00,MG,1
